from,to,action
"K07827","H00458",unknown
"K08868","H00292",unknown
"K14462","H00155",unknown
"K05285","H01486",unknown
"K24141","H02213",unknown
"K10879","H00238",unknown
"K19607","H00527",unknown
"K24220","H00872",unknown
"K17446","H00250",unknown
"K19602","H00527",unknown
"K23841","H00605",unknown
"K03903","H00222",unknown
"K17108","H00266",unknown
"K00602","H00966",unknown
"K05212","H00606",unknown
"K07201","H02434","mutation"
"K04841","H00772",unknown
"K16343","H00833",unknown
"K01556","H02087",unknown
"K24971","H02463",unknown
"K22188","H00527",unknown
"K04961","H00699",unknown
"K08557","H02177",unknown
"K16860","H00063",unknown
"K08555","H02310",unknown
"K13823","H00235",unknown
"K17232","H00251",unknown
"K06107","H00231",unknown
"K12557","H01810",unknown
"K20012","H01027",unknown
"K01565","H00130",unknown
"K05012","H02142",unknown
"K06249","H00809",unknown
"K22499","H01431",unknown
"K16302","H00577",unknown
"K06813","H01705",unknown
"K12473","H00155",unknown
"K05033","H00731",unknown
"K19519","H01221",unknown
"K05613","H00606",unknown
"K00031","H02410","mutation"
"K00552","H00184",unknown
"K04855","H01603",unknown
"K12459","H00408","polymorphism"
"K05611","H00057",unknown
"K19675","H02157",unknown
"K08557","H00024","amplification, mutation"
"K09095","H01510","mutation"
"K06589","H00615",unknown
"K16059","H00093",unknown
"K19875","H01291",unknown
"K09269","H02156",unknown
"K13375","H00218",unknown
"K11583","H01282",unknown
"K11067","H01398",unknown
"K10055","H00969",unknown
"K02901","H00237",unknown
"K04833","H00783",unknown
"K01197","H00421",unknown
"K00031","H02412","mutation"
"K17496","H00754",unknown
"K00162","H00072",unknown
"K11158","H00527",unknown
"K23164","H01020",unknown
"K12647","H01571",unknown
"K04638","H00454",unknown
"K14425","H00239",unknown
"K10352","H00801",unknown
"K19871","H00573",unknown
"K04001","H00106",unknown
"K10148","H00564",unknown
"K05683","H01740",unknown
"K12316","H01762",unknown
"K20995","H01893",unknown
"K24574","H01282",unknown
"K04936","H01258",unknown
"K19525","H00057",unknown
"K09222","H00604",unknown
"K00963","H00606",unknown
"K03211","H00978",unknown
"K09283","H00711",unknown
"K16889","H01282",unknown
"K10380","H00230",unknown
"K06228","H00564",unknown
"K09455","H00759",unknown
"K06103","H00894",unknown
"K04357","H01210",unknown
"K00417","H02086",unknown
"K05634","H00061","mutation"
"K24436","H02539",unknown
"K10414","H00751",unknown
"K11994","H00080",unknown
"K04200","H01431",unknown
"K14970","H01667","mutation"
"K02833","H00032","mutation"
"K10147","H02463",unknown
"K00088","H00837",unknown
"K06521","H00527",unknown
"K05208","H02397",unknown
"K04692","H00107",unknown
"K21877","H00779",unknown
"K05858","H02185",unknown
"K04687","H00084","polymorphism"
"K07830","H01738",unknown
"K13646","H01192",unknown
"K08530","H00420",unknown
"K01712","H01233",unknown
"K10743","H00290",unknown
"K04377","H00028","overexpression"
"K04520","H01185",unknown
"K23328","H00214",unknown
"K00809","H02459",unknown
"K01672","H01400",unknown
"K06236","H00506",unknown
"K07377","H01649",unknown
"K00597","H00183",unknown
"K25572","H02530",unknown
"K04451","H00026","mutation"
"K06238","H01338",unknown
"K23482","H01202",unknown
"K09025","H01635",unknown
"K10392","H00264",unknown
"K06230","H02161",unknown
"K06550","H00266",unknown
"K07828","H00010","activating mutation"
"K01410","H00891",unknown
"K11219","H01968",unknown
"K13298","H02049",unknown
"K22403","H02460",unknown
"K24047","H00779",unknown
"K23405","H00605",unknown
"K17790","H00891",unknown
"K14410","H01113",unknown
"K04437","H00894",unknown
"K14970","H01431",unknown
"K20052","H01730",unknown
"K19719","H01709","polymorphism"
"K14139","H00286","polymorphism"
"K24373","H00527",unknown
"K05123","H00485",unknown
"K01469","H02313",unknown
"K00213","H00161",unknown
"K01522","H00014","mutation"
"K10988","H00092",unknown
"K04373","H00574",unknown
"K05175","H01611","polymorphism"
"K04615","H00606",unknown
"K06618","H00017","LOH"
"K12383","H00426",unknown
"K24627","H00564",unknown
"K00939","H01128",unknown
"K14073","H02330",unknown
"K01165","H02530",unknown
"K23203","H00831",unknown
"K08073","H00848",unknown
"K16342","H02504",unknown
"K03165","H02492",unknown
"K06751","H00079",unknown
"K05546","H01728",unknown
"K04631","H00787",unknown
"K05659","H00624",unknown
"K18450","H01038",unknown
"K13342","H00207",unknown
"K19757","H00564",unknown
"K05465","H01006",unknown
"K12856","H00527",unknown
"K18204","H01225",unknown
"K04726","H00020",unknown
"K00382","H02000",unknown
"K01870","H02232",unknown
"K22816","H00606",unknown
"K06264","H01235",unknown
"K11446","H00768",unknown
"K04673","H01024",unknown
"K16533","H00537",unknown
"K22028","H00294",unknown
"K05740","H00604",unknown
"K16910","H00605",unknown
"K14228","H01356",unknown
"K10501","H02249",unknown
"K04503","H00031","amplification"
"K09572","H01439",unknown
"K02267","H01368",unknown
"K14085","H01247",unknown
"K21073","H00294",unknown
"K19946","H00612",unknown
"K04687","H00083","polymorphism"
"K05863","H01118",unknown
"K20995","H00536",unknown
"K11650","H02024",unknown
"K03982","H01709","polymorphism"
"K23971","H00776",unknown
"K14222","H01347",unknown
"K05459","H02040",unknown
"K23401","H00605",unknown
"K01880","H00856",unknown
"K10849","H00403",unknown
"K08757","H02505",unknown
"K04385","H02302","mutation"
"K18134","H01413",unknown
"K04360","H00043","low/high expression"
"K16738","H00268",unknown
"K04511","H00810",unknown
"K01832","H00490",unknown
"K08288","H00545",unknown
"K05620","H01796",unknown
"K18758","H01412",unknown
"K19872","H00120",unknown
"K15438","H00679",unknown
"K01205","H00130",unknown
"K14683","H01371",unknown
"K07827","H00040","mutation"
"K04177","H01360","polymorphism"
"K08735","H00876",unknown
"K10056","H00669",unknown
"K14231","H01347",unknown
"K10104","H00105",unknown
"K07953","H00927",unknown
"K05216","H00604",unknown
"K24996","H00480",unknown
"K14365","H00656",unknown
"K06499","H00605",unknown
"K04926","H00409","polymorphism"
"K13337","H01342",unknown
"K04363","H01591",unknown
"K08102","H00658",unknown
"K10409","H00564",unknown
"K06621","H00054","promoter hypermethylation"
"K12046","H00811",unknown
"K09435","H00035","translocation"
"K01331","H00102",unknown
"K02649","H00085",unknown
"K19720","H02242",unknown
"K06127","H00999",unknown
"K19400","H00418",unknown
"K00728","H01960",unknown
"K20773","H00992",unknown
"K04437","H00499","nonsense mutation"
"K00750","H00069",unknown
"K06507","H02424","mutation"
"K09345","H00549",unknown
"K20864","H00289",unknown
"K04659","H00476",unknown
"K04664","H00467",unknown
"K14640","H01574",unknown
"K02599","H00554",unknown
"K12353","H02461",unknown
"K18123","H00117",unknown
"K16470","H01868",unknown
"K12384","H00810",unknown
"K06765","H01287",unknown
"K23815","H01434",unknown
"K04452","H00049","translocation"
"K11451","H00607",unknown
"K12828","H01481",unknown
"K08362","H00249",unknown
"K01835","H01954",unknown
"K09109","H00043","normal/amplified"
"K12794","H01109",unknown
"K21124","H01656",unknown
"K07605","H00707",unknown
"K04825","H02310",unknown
"K00758","H00469",unknown
"K24260","H00255",unknown
"K01892","H00779",unknown
"K23345","H00531",unknown
"K12647","H00290",unknown
"K03996","H00103",unknown
"K22398","H00256",unknown
"K20308","H00593",unknown
"K06796","H00785",unknown
"K17340","H00557",unknown
"K09298","H02530",unknown
"K04359","H00042","overexpression"
"K24052","H00294",unknown
"K09366","H02552",unknown
"K14300","H01657",unknown
"K23389","H01222",unknown
"K19177","H00118",unknown
"K13526","H00149",unknown
"K24253","H00564",unknown
"K01887","H00897",unknown
"K16796","H00544",unknown
"K06621","H00040","mutation"
"K09580","H01572",unknown
"K15909","H01828",unknown
"K05750","H02526",unknown
"K05468","H01730",unknown
"K09365","H02387",unknown
"K01530","H00624",unknown
"K10770","H00768",unknown
"K06640","H00037","amplification"
"K16550","H01001",unknown
"K01050","H02432",unknown
"K00235","H02005",unknown
"K01166","H00878",unknown
"K23605","H00800",unknown
"K09067","H00916",unknown
"K04181","H01492","polymorphism"
"K04251","H00974",unknown
"K00831","H02117",unknown
"K10606","H00238",unknown
"K05093","H01754",unknown
"K06171","H00681",unknown
"K11304","H02535",unknown
"K02433","H00891",unknown
"K06053","H01413",unknown
"K01539","H00264",unknown
"K06621","H00046","mutation"
"K13997","H02003",unknown
"K02126","H00068",unknown
"K01412","H01891",unknown
"K01679","H00804",unknown
"K12405","H00407",unknown
"K12647","H00408","polymorphism"
"K14309","H01657",unknown
"K01280","H02526",unknown
"K22503","H02433",unknown
"K12360","H00149",unknown
"K00287","H01197",unknown
"K19385","H00530",unknown
"K14856","H01360","polymorphism"
"K20179","H00679",unknown
"K24937","H01282",unknown
"K24265","H01202",unknown
"K05012","H00694",unknown
"K09066","H00627",unknown
"K08031","H00635",unknown
"K15196","H02271",unknown
"K21946","H00255",unknown
"K07375","H00679",unknown
"K13157","H02035",unknown
"K09402","H00564",unknown
"K19671","H00537",unknown
"K09341","H00475",unknown
"K10357","H02022",unknown
"K07380","H02111",unknown
"K19719","H00805",unknown
"K08109","H01215",unknown
"K01376","H02187",unknown
"K19719","H00519",unknown
"K04362","H00031","amplification"
"K06265","H01959",unknown
"K19512","H02175",unknown
"K24473","H01577",unknown
"K12348","H00423",unknown
"K05048","H00768",unknown
"K13964","H02264",unknown
"K05228","H02106",unknown
"K17805","H01830",unknown
"K01889","H00891",unknown
"K21031","H00120",unknown
"K04926","H02091",unknown
"K06226","H01556","mutation"
"K04524","H01637",unknown
"K09054","H00971",unknown
"K19871","H01114",unknown
"K12557","H00865",unknown
"K22526","H02495",unknown
"K03857","H01486",unknown
"K02355","H00891",unknown
"K21096","H01361","polymorphism"
"K04671","H01621",unknown
"K01380","H02011",unknown
"K11653","H00773",unknown
"K05408","H01563","susceptibility"
"K02935","H00891",unknown
"K09357","H01159",unknown
"K16500","H00779",unknown
"K15362","H00031",unknown
"K07369","H00093",unknown
"K19382","H00454",unknown
"K09398","H01202",unknown
"K12504","H00999",unknown
"K17386","H00015","overexpression"
"K09575","H00514",unknown
"K01539","H01603",unknown
"K22283","H02329",unknown
"K01196","H01941",unknown
"K13575","H00429",unknown
"K24520","H02104",unknown
"K24309","H01892","mutation"
"K15292","H00606",unknown
"K01330","H00102",unknown
"K04004","H00821",unknown
"K24313","H00264",unknown
"K07611","H00420",unknown
"K00758","H01390",unknown
"K23223","H01282",unknown
"K23538","H00604",unknown
"K01490","H00897",unknown
"K19514","H00119",unknown
"K06490","H00083","polymorphism"
"K05688","H00057",unknown
"K17637","H02535",unknown
"K02105","H00027",unknown
"K02906","H00891",unknown
"K08844","H01600",unknown
"K02154","H00428",unknown
"K24828","H00837",unknown
"K14800","H00237",unknown
"K05678","H02221",unknown
"K19879","H00593",unknown
"K14078","H01174",unknown
"K24191","H00255",unknown
"K04451","H01557","mutation"
"K13667","H00593",unknown
"K13094","H00943",unknown
"K02370","H02491",unknown
"K00031","H00042",unknown
"K05083","H00022","overexpression"
"K10879","H00627",unknown
"K08367","H02412","mutation"
"K10790","H00080",unknown
"K08031","H01159",unknown
"K24869","H02463",unknown
"K04249","H00250",unknown
"K01020","H00762",unknown
"K10587","H01732",unknown
"K07299","H00831",unknown
"K03860","H01489",unknown
"K10808","H00469",unknown
"K01394","H01742",unknown
"K01539","H00775",unknown
"K10865","H02014",unknown
"K24371","H00269",unknown
"K02208","H02463",unknown
"K00922","H02297",unknown
"K03495","H00891",unknown
"K00546","H00768",unknown
"K05093","H00642",unknown
"K04373","H00480",unknown
"K06567","H00408","polymorphism"
"K24629","H00266",unknown
"K18666","H01901",unknown
"K02889","H00786",unknown
"K00850","H01945",unknown
"K04728","H00005","germline and somatic mutation"
"K21914","H00831",unknown
"K07827","H00003","mutation"
"K06573","H01720",unknown
"K00161","H01997",unknown
"K04825","H00242",unknown
"K10889","H00238",unknown
"K09188","H00907",unknown
"K09223","H01235",unknown
"K07514","H01198",unknown
"K12886","H01930",unknown
"K01403","H00025","expression"
"K17642","H02534",unknown
"K08131","H02539",unknown
"K20792","H00773",unknown
"K12959","H02179",unknown
"K07885","H02022",unknown
"K03950","H00473",unknown
"K23616","H00063",unknown
"K00993","H00266",unknown
"K09341","H00643",unknown
"K08271","H01112",unknown
"K09260","H02505",unknown
"K06580","H01979",unknown
"K04728","H00094",unknown
"K06235","H00267",unknown
"K09881","H01202",unknown
"K00693","H01762",unknown
"K01897","H00480",unknown
"K00252","H00178",unknown
"K04973","H02183",unknown
"K12041","H00480",unknown
"K20293","H00119",unknown
"K01756","H00197",unknown
"K05167","H00255",unknown
"K23491","H00764",unknown
"K06237","H00839",unknown
"K10249","H00819",unknown
"K01084","H00939",unknown
"K10880","H00038",unknown
"K13738","H00626",unknown
"K25206","H01510","mutation"
"K14157","H01242",unknown
"K11001","H01489",unknown
"K19368","H00266",unknown
"K23166","H01020",unknown
"K10989","H00086",unknown
"K01110","H01222",unknown
"K22808","H01657",unknown
"K10605","H00031","germline mutation, hypermethylation"
"K03018","H00679",unknown
"K02105","H02301","mutation"
"K04505","H00681",unknown
"K10422","H01439",unknown
"K01134","H00423",unknown
"K02980","H00237",unknown
"K08900","H00820",unknown
"K09078","H00606",unknown
"K08736","H00026",unknown
"K13625","H02204",unknown
"K07885","H00101",unknown
"K24254","H00564",unknown
"K10845","H00866",unknown
"K20166","H02459",unknown
"K03068","H00451",unknown
"K05210","H00606",unknown
"K07951","H00527",unknown
"K04734","H00095",unknown
"K09106","H01637",unknown
"K20779","H00962",unknown
"K12405","H02098",unknown
"K07299","H00836",unknown
"K01456","H00118",unknown
"K11352","H00473",unknown
"K17082","H00588",unknown
"K04612","H00239",unknown
"K04362","H01207",unknown
"K14624","H00342",unknown
"K03899","H00219",unknown
"K05466","H00535",unknown
"K02976","H00237",unknown
"K03990","H00102",unknown
"K08061","H00985",unknown
"K10863","H00848",unknown
"K08867","H00243",unknown
"K02105","H00018","mutation"
"K12164","H00606",unknown
"K12888","H00606",unknown
"K24727","H01574",unknown
"K12303","H01933",unknown
"K01876","H00871",unknown
"K10645","H01216",unknown
"K13824","H00228",unknown
"K10384","H00735",unknown
"K20719","H00856",unknown
"K21763","H00537",unknown
"K05065","H01227",unknown
"K07610","H00595",unknown
"K18435","H00607",unknown
"K08848","H01931",unknown
"K04451","H00041","mutation"
"K19720","H00271",unknown
"K02966","H00237",unknown
"K10373","H01216",unknown
"K05727","H02459",unknown
"K05743","H01439",unknown
"K13213","H00058",unknown
"K00627","H00072",unknown
"K05089","H00042","overexpression, amplification"
"K23041","H00773",unknown
"K04451","H00027","mutation / deletion, overexpression"
"K10074","H01328","susceptibility"
"K05689","H00018","mutation"
"K12600","H01805",unknown
"K10168","H00080",unknown
"K11430","H01751",unknown
"K00699","H02054",unknown
"K09666","H02307",unknown
"K08546","H00527",unknown
"K04979","H00710",unknown
"K08017","H01657",unknown
"K08618","H02244",unknown
"K22867","H00530",unknown
"K04361","H00016","overexpression"
"K17570","H00564",unknown
"K06236","H02241",unknown
"K14683","H00214",unknown
"K02978","H00237",unknown
"K22672","H01027",unknown
"K10086","H00119",unknown
"K04451","H01007",unknown
"K04385","H00857",unknown
"K07380","H00756",unknown
"K24377","H00795",unknown
"K01519","H00606",unknown
"K10388","H00593",unknown
"K08534","H00089",unknown
"K19473","H00267",unknown
"K23287","H00950",unknown
"K11126","H01132",unknown
"K04344","H00606",unknown
"K05688","H01600",unknown
"K13760","H00481",unknown
"K08551","H00599",unknown
"K09109","H00510",unknown
"K04273","H00784",unknown
"K21958","H00968",unknown
"K07206","H00896",unknown
"K24013","H00506",unknown
"K11512","H02481",unknown
"K08636","H02143",unknown
"K13341","H00205",unknown
"K03241","H00869",unknown
"K00109","H01280",unknown
"K05398","H00344","polymorphism"
"K08052","H01510","mutation"
"K05403","H00342",unknown
"K04896","H00731",unknown
"K11001","H01488",unknown
"K06210","H00837",unknown
"K05762","H00605",unknown
"K12309","H00123",unknown
"K01599","H01763",unknown
"K08574","H01798",unknown
"K00237","H01222",unknown
"K18189","H01368",unknown
"K04505","H00078",unknown
"K08845","H01738",unknown
"K05038","H02419",unknown
"K06225","H00895",unknown
"K05292","H01489",unknown
"K11430","H01613","mutation"
"K10392","H00043",unknown
"K10788","H01094",unknown
"K08601","H00827",unknown
"K23027","H00612",unknown
"K23555","H01784",unknown
"K19625","H00825",unknown
"K07827","H00032","mutation"
"K13346","H00177",unknown
"K04945","H01978",unknown
"K04703","H01986",unknown
"K17309","H01174",unknown
"K09634","H01705",unknown
"K04228","H01682",unknown
"K04528","H00066","mutation, triplications"
